Event_Title,Event_Date,Event_Location,fighterA,fighterB,kdA,kdB,end_time,method,round,STRa,STRb,SubA,SubB,TDa,TDb,weight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Sergey Khandozhko,Dwight Grant,2,1,4:15,KO/TKO,2,49,42,0,0,1,1,Welterweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Tyson Pedro,Ike Villanueva,1,0,4:55,KO/TKO,1,22,4,0,0,0,0,Light Heavyweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Aoriqileng,Cameron Else,1,0,2:48,KO/TKO,1,37,6,0,0,1,0,Bantamweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Preston Parsons,Evan Elder,0,0,5:00,U-DEC,3,75,27,5,0,4,0,Welterweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Philipe Lins,Marcin Prachnio,0,0,5:00,U-DEC,3,64,74,0,0,4,0,Light Heavyweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Mike Jackson,Dean Barry,0,1,3:52,DQ,1,18,36,0,0,0,0,Welterweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Belal Muhammad,Vicente Luque,0,0,5:00,U-DEC,5,60,84,0,0,5,0,Welterweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Caio Borralho,Gadzhi Omargadzhiev,0,0,3:56,U-DEC,3,31,12,0,0,1,1,Middleweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Andre Fialho,Miguel Baeza,1,0,4:39,KO/TKO,1,32,24,0,0,0,0,Welterweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Mayra Bueno Silva,Wu Yanan,0,0,5:00,U-DEC,3,87,62,2,0,0,1,Women's Bantamweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Pat Sabatini,TJ Laramie,0,0,5:00,U-DEC,3,36,15,0,0,6,1,Featherweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Mounir Lazzez,Ange Loosa,0,0,5:00,U-DEC,3,141,88,0,0,0,0,Welterweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Devin Clark,William Knight,1,0,3:21,KO/TKO,3,34,21,0,2,2,1,Heavyweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Pannie Kianzad,Lina Lansberg,0,1,5:00,U-DEC,3,78,39,0,0,1,0,Women's Bantamweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Drakkar Klose,Brandon Jenkins,2,0,0:33,KO/TKO,2,76,18,0,0,2,0,Lightweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Rafa Garcia,Jesse Ronson,0,0,4:50,SUB,2,35,25,1,0,3,0,Lightweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Martin Buday,Chris Barnett,1,0,1:38,U-DEC,3,56,23,0,0,0,0,Heavyweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Jordan Leavitt,Trey Ogden,0,0,5:00,S-DEC,3,69,41,0,2,0,1,Lightweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Sam Hughes,Istela Nunes,0,0,5:00,M-DEC,3,76,89,0,0,2,0,Women's Strawweight
UFC 95: Sanchez vs Stevenson,21-Feb-09,"London, England, United Kingdom",Alatengheili,Kevin Croom,1,0,0:47,KO/TKO,1,9,2,0,0,0,0,Bantamweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Alexander Volkanovski,Chan Sung Jung,1,0,0:45,KO/TKO,4,138,48,0,0,4,0,Featherweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Aljamain Sterling,Petr Yan,0,0,5:00,S-DEC,5,62,63,0,0,2,0,Bantamweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Khamzat Chimaev,Gilbert Burns,1,0,5:00,U-DEC,3,108,119,0,0,2,0,Welterweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Mackenzie Dern,Tecia Torres,0,0,5:00,S-DEC,3,50,76,3,0,0,0,Women's Strawweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Mark Madsen,Vinc Pichel,0,0,5:00,U-DEC,3,39,68,0,0,3,1,Lightweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Ian Garry,Darian Weeks,0,0,5:00,U-DEC,3,74,40,0,0,0,1,Welterweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Anthony Hernandez,Josh Fremd,0,0,5:00,U-DEC,3,48,31,3,1,8,1,Middleweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Raquel Pennington,Aspen Ladd,0,0,5:00,U-DEC,3,114,65,0,0,0,2,Women's Bantamweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Mike Malott,Mickey Gall,1,0,3:41,KO/TKO,1,28,13,0,0,0,1,Welterweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Aleksei Oleinik,Jared Vanderaa,0,0,3:39,SUB,1,8,15,1,0,0,0,Heavyweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Piera Rodriguez,Kay Hansen,0,0,5:00,U-DEC,3,50,31,0,0,3,2,Women's Strawweight
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,"Tampa, Florida, USA",Julio Arce,Daniel Santos,0,0,5:00,U-DEC,3,127,49,0,0,0,0,Bantamweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Curtis Blaydes,Chris Daukaus,1,0,0:17,KO/TKO,2,30,13,0,0,0,0,Heavyweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Alexa Grasso,Joanne Wood,0,0,3:57,SUB,1,16,34,1,0,2,0,Women's Flyweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Bryan Barberena,Matt Brown,0,0,5:00,S-DEC,3,111,81,0,0,0,5,Welterweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Kai Kara-France,Askar Askarov,0,0,5:00,U-DEC,3,51,27,0,2,0,2,Flyweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Neil Magny,Max Griffin,0,1,5:00,S-DEC,3,54,67,0,0,1,0,Welterweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Marc Diakiese,Viacheslav Borshchev,0,0,5:00,U-DEC,3,17,12,0,0,11,0,Lightweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Sara McMann,Karol Rosa,0,0,5:00,U-DEC,3,24,26,0,0,4,1,Women's Bantamweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Chris Gutierrez,Batgerel Danaa,1,0,2:34,KO/TKO,2,41,30,0,0,0,1,Bantamweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Aliaskhab Khizriev,Denis Tiuliulin,0,0,1:58,SUB,2,42,31,1,0,2,0,Middleweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Manon Fiorot,Jennifer Maia,0,0,5:00,U-DEC,3,83,37,0,0,2,1,Women's Flyweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Matheus Nicolau,David Dvorak,1,0,5:00,U-DEC,3,36,39,0,0,0,0,Flyweight
UFC 94: St-Pierre vs Penn 2,31-Jan-09,"Las Vegas, Nevada, USA",Luis Saldana,Bruno Souza,0,0,5:00,U-DEC,3,84,66,0,0,2,1,Featherweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Tom Aspinall,Alexander Volkov,0,0,3:45,SUB,1,29,13,1,0,2,0,Heavyweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Arnold Allen,Dan Hooker,0,0,2:33,KO/TKO,1,49,14,0,0,0,0,Featherweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Paddy Pimblett,Kazula Vargas,0,0,3:49,SUB,1,3,7,1,0,1,0,Lightweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Gunnar Nelson,Takashi Sato,0,0,5:00,U-DEC,3,44,9,1,0,3,0,Welterweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Molly McCann,Luana Carolina,1,0,1:52,KO/TKO,3,85,64,0,0,2,0,Women's Flyweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Ilia Topuria,Jai Herbert,1,1,1:07,KO/TKO,2,20,22,0,0,1,0,Lightweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Makwan Amirkhani,Mike Grundy,0,0,0:57,SUB,1,0,0,1,0,0,1,Featherweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Sergei Pavlovich,Shamil Abdurakhimov,1,0,4:03,KO/TKO,1,21,17,0,0,0,0,Heavyweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Paul Craig,Nikita Krylov,0,0,3:57,SUB,1,2,19,1,0,1,1,Light Heavyweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Jack Shore,Timur Valiev,2,0,5:00,U-DEC,3,70,72,0,1,3,2,Bantamweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Elise Reed,Cory McKenna,0,0,5:00,S-DEC,3,76,60,0,0,0,3,Women's Strawweight
UFC 93: Franklin vs Henderson,17-Jan-09,"Dublin, Leinster, Ireland",Muhammad Mokaev,Cody Durden,1,0,0:58,SUB,1,2,1,1,0,0,1,Flyweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Magomed Ankalaev,Thiago Santos,0,1,5:00,U-DEC,5,78,60,0,0,1,0,Light Heavyweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Song Yadong,Marlon Moraes,1,0,2:06,KO/TKO,1,14,9,0,0,0,0,Bantamweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Sodiq Yusuff,Alex Caceres,0,0,5:00,U-DEC,3,64,66,0,0,1,1,Featherweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Karl Roberson,2,0,0:25,KO/TKO,2,26,17,0,0,0,0,Light Heavyweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Drew Dober,Terrance McKinney,1,1,3:17,KO/TKO,1,17,36,0,0,0,2,Lightweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Alex Pereira,Bruno Silva,0,0,5:00,U-DEC,3,108,59,0,0,0,2,Middleweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Matthew Semelsberger,AJ Fletcher,0,0,5:00,U-DEC,3,40,34,0,2,1,4,Welterweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",JJ Aldrich,Gillian Robertson,0,0,5:00,U-DEC,3,60,52,0,0,0,1,Women's Flyweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Javid Basharat,Trevin Jones,0,0,5:00,U-DEC,3,89,62,0,0,0,0,Bantamweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Damon Jackson,Kamuela Kirk,0,0,4:42,SUB,2,32,22,1,0,2,0,Featherweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Miranda Maverick,Sabina Mazo,0,0,2:15,SUB,2,19,15,1,0,4,0,Women's Flyweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Cody Brundage,Dalcha Lungiambula,0,0,3:41,SUB,1,4,29,1,0,1,1,Middleweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Guido Cannetti,Kris Moutinho,0,0,2:07,KO/TKO,1,28,11,0,0,0,0,Bantamweight
UFC 92: The Ultimate 2008,27-Dec-08,"Las Vegas, Nevada, USA",Azamat Murzakanov,Tafon Nchukwi,1,0,0:44,KO/TKO,3,28,43,0,0,1,0,Light Heavyweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Colby Covington,Jorge Masvidal,0,0,5:00,U-DEC,5,94,67,1,0,6,0,Welterweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Rafael Dos Anjos,Renato Moicano,1,0,5:00,U-DEC,5,149,88,0,0,5,0,Catch Weight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Bryce Mitchell,Edson Barboza,1,0,5:00,U-DEC,3,34,16,0,0,4,0,Featherweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Kevin Holland,Alex Oliveira,1,0,0:38,KO/TKO,2,50,21,0,1,0,2,Welterweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Serghei Spivac,Greg Hardy,0,0,2:16,KO/TKO,1,14,7,0,0,3,0,Heavyweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Jalin Turner,Jamie Mullarkey,1,0,0:46,KO/TKO,2,52,35,0,0,1,1,Lightweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Marina Rodriguez,Yan Xiaonan,0,0,5:00,S-DEC,3,72,56,0,0,0,2,Women's Strawweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Nicolae Negumereanu,Kennedy Nzechukwu,0,0,5:00,S-DEC,3,64,95,0,0,1,0,Light Heavyweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Maryna Moroz,Mariya Agapova,0,0,3:27,SUB,2,28,16,3,0,2,0,Women's Flyweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Umar Nurmagomedov,Brian Kelleher,0,0,3:15,SUB,1,18,1,1,0,1,0,Featherweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Tim Elliott,Tagir Ulanbekov,1,0,5:00,U-DEC,3,79,90,0,1,3,2,Flyweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Ludovit Klein,Devonte Smith,0,0,5:00,S-DEC,3,60,53,0,0,0,0,Lightweight
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,"Las Vegas, Nevada, USA",Dustin Jacoby,Michal Oleksiejczuk,0,0,5:00,U-DEC,3,89,69,0,0,1,1,Light Heavyweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Islam Makhachev,Bobby Green,0,0,3:23,KO/TKO,1,14,9,0,0,1,0,Catch Weight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Wellington Turman,Misha Cirkunov,0,0,1:29,SUB,2,15,30,2,1,0,1,Middleweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Priscila Cachoeira,Ji Yeon Kim,0,0,5:00,U-DEC,3,102,170,0,0,1,0,Women's Flyweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Arman Tsarukyan,Joel Alvarez,0,0,1:57,KO/TKO,2,36,7,0,0,2,0,Lightweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Armen Petrosyan,Gregory Rodrigues,0,0,5:00,S-DEC,3,127,61,0,2,0,2,Middleweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Ignacio Bahamondes,Rong Zhu,0,0,1:40,SUB,3,126,48,2,0,0,1,Lightweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Josiane Nunes,Ramona Pascual,2,0,5:00,U-DEC,3,98,52,0,0,0,3,Women's Featherweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Terrance McKinney,Fares Ziam,0,0,2:11,SUB,1,3,1,1,0,0,0,Lightweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Jonathan Martinez,Alejandro Perez,0,1,5:00,U-DEC,3,74,52,0,0,0,0,Featherweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Ramiz Brahimaj,Micheal Gillmore,0,0,2:02,SUB,1,0,0,3,0,1,0,Welterweight
UFC Fight Night - Fight for the Troops,10-Dec-08,"Fayetteville, North Carolina, USA",Carlos Hernandez,Victor Altamirano,0,0,5:00,S-DEC,3,84,79,0,0,2,1,Flyweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Jamahal Hill,Johnny Walker,1,0,2:55,KO/TKO,1,6,12,0,0,0,0,Light Heavyweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Kyle Daukaus,Jamie Pickett,0,0,4:59,SUB,1,6,5,2,0,3,0,Catch Weight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Parker Porter,Alan Baudot,0,0,5:00,U-DEC,3,43,55,0,0,2,0,Heavyweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Jim Miller,Nikolas Motta,1,0,1:58,KO/TKO,2,48,21,0,0,0,0,Lightweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Joaquin Buckley,Abdul Razak Alhassan,0,0,5:00,S-DEC,3,51,46,0,0,5,3,Middleweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",David Onama,Gabriel Benitez,1,0,4:24,KO/TKO,1,36,46,0,0,0,0,Featherweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Stephanie Egger,Jessica-Rose Clark,0,0,3:44,SUB,1,5,2,1,0,2,1,Women's Bantamweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Chas Skelly,Mark Striegl,1,0,2:01,KO/TKO,2,14,8,0,0,1,0,Featherweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Gloria de Paula,Diana Belbita,0,0,5:00,U-DEC,3,88,87,0,0,1,0,Women's Strawweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Chad Anheliger,Jesse Strader,2,0,3:33,KO/TKO,3,67,64,2,0,0,4,Bantamweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Jonathan Pearce,Christian Rodriguez,0,0,5:00,U-DEC,3,18,26,2,3,6,2,Featherweight
UFC 91: Couture vs Lesnar,15-Nov-08,"Las Vegas, Nevada, USA",Mario Bautista,Jay Perrin,0,0,5:00,U-DEC,3,72,42,0,0,4,2,Bantamweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Israel Adesanya,Robert Whittaker,1,0,5:00,U-DEC,5,79,59,0,0,0,4,Middleweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Tai Tuivasa,Derrick Lewis,1,0,1:40,KO/TKO,2,24,27,0,0,0,2,Heavyweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Jared Cannonier,Derek Brunson,0,1,4:29,KO/TKO,2,55,43,0,1,1,3,Middleweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Renato Moicano,Alexander Hernandez,0,0,1:23,SUB,2,33,37,1,0,2,0,Lightweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Bobby Green,Nasrat Haqparast,0,0,5:00,U-DEC,3,188,76,0,0,0,0,Lightweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Andrei Arlovski,Jared Vanderaa,0,0,5:00,S-DEC,3,64,70,0,0,0,0,Heavyweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Casey O'Neill,Roxanne Modafferi,0,0,5:00,S-DEC,3,229,120,0,0,0,2,Women's Flyweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Kyler Phillips,Marcelo Rojo,0,0,1:48,SUB,3,80,55,2,0,3,0,Bantamweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Carlos Ulberg,Fabio Cherant,0,0,5:00,U-DEC,3,66,13,0,0,2,0,Light Heavyweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Ronnie Lawrence,Mana Martinez,3,2,5:00,U-DEC,3,46,39,0,1,6,0,Bantamweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Jacob Malkoun,AJ Dobson,0,0,5:00,U-DEC,3,80,52,0,0,6,0,Middleweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Douglas Silva de Andrade,Sergey Morozov,3,1,3:24,SUB,2,37,32,2,0,0,1,Bantamweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Jeremiah Wells,Blood Diamond,0,0,4:38,SUB,1,15,1,1,0,1,0,Welterweight
UFC 90: Silva vs Cote,25-Oct-08,"Rosemont, Illinois, USA",Maxim Grishin,William Knight,0,0,5:00,U-DEC,3,69,21,0,0,0,3,Heavyweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Jamahal Hill,Thiago Santos,0,0,2:31,KO/TKO,4,89,53,0,0,0,6,Light Heavyweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Geoff Neal,Vicente Luque,2,0,2:01,KO/TKO,3,121,97,0,0,1,0,Welterweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Mohammed Usman,Zac Pauga,1,0,0:36,KO/TKO,2,12,32,0,0,0,0,Heavyweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Juliana Miller,Brogan Walker,0,0,3:57,KO/TKO,3,54,30,1,0,4,0,Women's Flyweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Serghei Spivac,Augusto Sakai,0,0,3:42,KO/TKO,2,33,8,1,0,6,0,Heavyweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Terrance McKinney,Erick Gonzalez,0,0,2:17,SUB,1,18,9,1,0,1,0,Lightweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Michal Oleksiejczuk,Sam Alvey,2,0,1:56,KO/TKO,1,22,3,0,0,0,0,Middleweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Bryan Battle,Takashi Sato,1,0,0:44,KO/TKO,1,7,2,0,0,0,0,Welterweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Cory McKenna,Miranda Granger,0,0,1:03,SUB,2,13,13,2,0,3,0,Women's Strawweight
UFC Fight Night: Diaz vs Neer,17-Sep-08,"Omaha, Nebraska, USA",Mayra Bueno Silva,Stephanie Egger,0,0,1:17,SUB,1,4,8,1,0,0,1,Women's Bantamweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Amanda Nunes,Julianna Pena,3,0,5:00,U-DEC,5,85,60,1,1,6,0,Women's Bantamweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Brandon Moreno,Kai Kara-France,1,0,4:34,KO/TKO,3,58,53,0,0,0,1,Flyweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Sergei Pavlovich,Derrick Lewis,1,0,0:55,KO/TKO,1,15,4,0,0,0,0,Heavyweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Alexandre Pantoja,Alex Perez,0,0,1:31,SUB,1,8,10,1,0,1,0,Flyweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Magomed Ankalaev,Anthony Smith,0,0,3:09,KO/TKO,2,46,18,0,0,0,0,Light Heavyweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Alex Morono,Matthew Semelsberger,0,1,5:00,U-DEC,3,106,74,0,0,0,1,Welterweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Drew Dober,Rafael Alves,1,0,1:30,KO/TKO,3,62,37,0,0,0,1,Lightweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Hamdy Abdelwahab,Don'Tale Mayes,1,0,5:00,S-DEC,3,58,47,0,0,3,0,Heavyweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Drakkar Klose,Rafa Garcia,0,0,5:00,U-DEC,3,61,34,0,0,2,3,Lightweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Michael Morales,Adam Fugitt,2,0,1:09,KO/TKO,3,83,64,0,0,0,1,Welterweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Joselyne Edwards,Ji Yeon Kim,0,0,5:00,S-DEC,3,101,78,0,0,1,0,Women's Bantamweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Nicolae Negumereanu,Ihor Potieria,0,0,3:33,KO/TKO,2,51,38,0,0,2,0,Light Heavyweight
UFC 88: Breakthrough,6-Sep-08,"Atlanta, Georgia, USA",Orion Cosce,Blood Diamond,0,0,5:00,U-DEC,3,25,63,0,0,3,0,Welterweight
UFC 87: Seek And Destroy,9-Aug-08,"Minneapolis, Minnesota, USA",Curtis Blaydes,Tom Aspinall,0,0,0:15,KO/TKO,1,4,3,0,0,0,0,Heavyweight
UFC 87: Seek And Destroy,9-Aug-08,"Minneapolis, Minnesota, USA",Jack Hermansson,Chris Curtis,0,0,5:00,U-DEC,3,100,43,0,0,0,0,Middleweight
UFC 87: Seek And Destroy,9-Aug-08,"Minneapolis, Minnesota, USA",Paddy Pimblett,Jordan Leavitt,0,0,2:46,SUB,2,17,16,4,0,1,3,Lightweight
UFC 87: Seek And Destroy,9-Aug-08,"Minneapolis, Minnesota, USA",Nikita Krylov,Alexander Gustafsson,2,0,1:07,KO/TKO,1,26,5,0,0,0,0,Light Heavyweight
